Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3510.7719392238573
ACCEGCATKHNRXUHW,2329.2523994185435
NKCE6GJ5XVJDXNNZ,11168.358821407961
NKCEB8BK3ZXDHDHM,9060.46494822549
TOPEFDXSAHRNPF94,5664.678265880114
ACCE558KZHEPZYMG,9197.407478181623
ACCEAZCVAMFHDPY7,5279.682675049862
NKCDYNY37JPBGBVM,2860.7048422927282
NKCEY8KWY33FCUYD,7107.001467885286
RNGE4YPTQYRECV9J,4756.973962842097
NKCE88AHBHJZREXH,4121.493276594436
CLTEJ5ZZGBP4JGGE,7752.042411256128
WATE3NWH5FZWAMDA,7998.990714879564
CAGE53FSFZVFPFHQ,2171.8855300824407
PCSEAKVBFFPGCHNZ,3992.688527964389
WATDFFH3KJYBTYGG,7357.353549240303
NKCDWHFQSCHHYZMP,3062.4607271853215
RNGEB2PG3Q5RKDW6,3649.6045771400363
NKCE5UY9HHPZGGUZ,4474.637113468227
KTAEHETW3ZCMFMJR,4207.411266353953
BRAEBBYRVF9MHJHU,7575.107978602336
NKCEAX7HAQ2RJA3Q,9782.557683520474
CRTECN2RQZWBSP9W,4991.350940830729
WATDEWZ9UHSEHGZG,8993.1739730935
PTPEYW8HNV6G9YYR,3132.9047835454917
ACCEAMGZRRYVAHDC,5053.285905695212
SRTEHHXG8MUXTGPA,5839.106352369375
SKIE4S4NN4MHYM3Z,5057.334456117822
HMBE7G34YHWPWKYN,7067.256970648286
LLIEGTMFJBD7ZZZM,12691.537626276902
ACCEJGH6JVTM4CBH,1346.3255731991408
ACCDQDYBXJ9HZF37,9323.456473169255
RNGE88FRGZCXNKUG,-39.281161333085834
NKCE7M3QNNPZDXHQ,9778.552819466175
VLBEGFFDP9H6WG2T,3695.077846693426
TOPEAFG4YEQSH5TT,2757.5534666360554
WATEYAP3K2QQQWDH,5438.359829064807
PCSEBDFUFJWGARNX,9990.545947770901
SWTEGXQFZY95SKG7,4896.526810573732
BRAEGJFXSM9ZQ6SK,6639.300449398361
CAGE6FYKP34GA4GF,7295.975061634997
HMBEJCMH78VJF3M8,4476.255558852676
HIFEB7J3GSTVN5XJ,10291.476952013287
PBXE6ZHNGZREWWHR,4707.8910400743725
PCSEAKVBNXFGZBKB,6531.8721693689
BRAEBBMQQNZ9RZWR,5653.691647588303
ACCEGKFCXHZZH44S,505.57330492704244
SHODXQRRGKZ74U9M,4407.1291803549375
DREE2Y6DVEKVVQQS,4534.661081233216
PBXE8ZHHG5Y525BT,6608.952316824223
CTTEH9FXZHGFKUA3,7644.094167498677
ACCDXFZXGQTBTM6N,3807.07201749924
NKCE9PFF3TT4KSQJ,7592.819156579255
BRAE6NZAZK77HXZK,1319.4642858249451
NKCE4TV42BHDP63U,3588.929735190724
AIREDGGD9RJPZGYW,5525.916251491828
PCSEDAPMHR2HNHWP,8022.333627031577
PACE95FMAFXHZB5C,4589.717795721206
WATDG4KP445AV5XC,12942.016445429126
ACCE9EYRRNZYZUBG,-935.320875097814
ACCE8XZMAHNC8JVS,32.217771328475806
SHOED5DCSTQKZCGF,4027.8731762111574
NKCE64Z4NGBHNAY7,3715.5339489263147
PBXE8WQTZ5GA2YYQ,1263.1072846858715
MUGEGZUMGYAPVSZH,4865.076585420449
PBXE4RB3Y3GXWPFV,458.3356601129599
PCSE2ZFDJJGFNHC7,463.26957321683466
CRTECN2QT5HKHZ8F,4870.174395672955
MUGEACY8Q7ZYSTN8,2016.7899870153885
ACCEGG9VGRMQGHRD,7124.0554921229805
PCSE76X48PVSDDVK,1520.9286657352627
PBXE6677X2D6UFZZ,5649.265994091383
WCKEGGGD2TXHHTJC,-1872.9441987583987
NKCE7MMGF4PPGNA6,3163.6529940093174
CRTECN2QYTPHK5YQ,4956.697562901515
OIDEJFCWMMR6JQBE,5560.900376877306
WATE5HFY4MJX6CHD,5501.93032997541
DREE4FC4TAR8M5GN,4719.445528613154
HACEGPF9DZVUZBFY,7980.19652236704
PBXE4Q7YF5KUYJYW,11265.314273936987
SHIED9YEH65NSA8N,9955.352349184315
WATDHMQJ68MVBRFV,12407.314428525355
HMBEGWTFEV4TF2RH,3468.2426687698717
SHIE2FH7YTVDHFGT,3252.8232460577583
CRTECN2QYRY2KWZF,4553.099588544717
TSHEDJXPN4HNT2UP,5953.327658874035
SHOECZH5WGBZHZES,2930.9686687292246
NKCEDCT9MSAYG6H5,5246.356116216975
SOCEGGVYBTZPKXVP,4855.135793187457
PBXECARAQBCDSAZW,3664.50170273424
CAGDU85YDHP9ZJH7,2715.5366723767993
TCVEHSMFEGNCAGYN,5027.635070503521
RNGEDAPFZ2GKRUER,1248.129694232493
CAGDY9Q7HSNDHGFC,4023.533766966232
NKCECKHYZVHBQU9F,-998.8619341182346
NKCDQSVCRH8W73GF,6397.4490114608425
WATD9H76RKGUUZHY,13106.973167265875
NKCE5HYVDQVATMKF,2379.448018955193
RNGE9GWMKVHGEYZG,4317.046015832686
SHOEAGUMMWFABHUT,3523.079664556549
SWDEGZMPYQGNEBHG,5071.670592648282
TOPEFDXSHZPHCUAU,8877.908984323822
CAGDU85Y85GDJGUD,1598.5594524957262
CAGE4BQXK3FSTRRS,3496.0128421511877
CAGDZVGTV3SMMMBY,5193.959990306424
BEOEGXRVQPCKJHYC,3757.207339680091
NKCE9YFBBYBM88DR,3455.571684601417
DREECZGZVWGQM23M,4517.480500694347
PBXECYF3YHWYG4UN,-1801.2158831431802
WATEBG8FGBPUPKCV,5102.743833506323
SHIEEJG9RRDUH9XG,3529.5361420436234
CRTECN2QXAPEWXSF,2938.1418817283584
BRAEE6YMSYPNCUX3,1825.4279138053755
WATE9MVXJXHZHEJU,3662.7666850285896
RNGDREYRQQGZAPQM,5462.9811015758205
CTPEGGFSNDQFAAVE,3666.8758553454913
NKCEF2RFAPHSHZZZ,4153.053259951227
TOPDYAZZG5NU7ZBZ,6918.97143254557
PBXE7QPWMSS5XGPZ,-2438.0088569783
PCSECV3FHFAQ9T36,11214.152621537556
CRNEJB4NBT9BTM84,5102.970280657459
TSHEHU5RFJCTJKBV,6832.453783874342
DREECZJC3XBKGDZT,5450.017349687184
SUDEGGATGYXA9YBC,11593.769949741909
BRAE8WYHTVZMFFHS,5829.857626811203
SFFEGZBXTYFSYJQA,4328.923983834786
ACCEABVYXNHCT8UE,5337.372723648817
BWLE6SJE9PXGV6DD,1727.8368729763695
NKCDYQ3RHYREHHYV,3957.2098387899273
NKCECDCRWDMZEH2Z,3201.2332034077563
SRTEH2F6HUZMQ6SJ,6949.433441726061
BRAE6KWFGZFXKPPB,3774.41524212665
HACEJQY5FQRZZUGM,8163.208536422037
CAGEYUXVF2FNARKD,3414.1059647115085
NKCE7M3QTHTCGVVF,4176.035226418593
TOPE8PBFNH9YNHFK,5039.989134704011
BRAEDQFRZS9QFYTQ,1919.1001340142811
HMBEJCMMQR2JHFVP,2397.486831693268
ACCDRFVG52PHVRSK,7148.700009530341
NKCE7MBR4QRBASDQ,3460.6649533805235
NKCDWBPZNZU5K2QZ,3611.448303261863
BRAE8HMQATXFHFGZ,3670.360371928342
MUGEAGGKEGCPWWPN,3741.275894131866
BKPEGXYWWJPETZZA,5219.375443055439
SGLEGBV6ZNUJNJS9,5965.5931140744015
CAGEYUXVAKNKDUUV,6324.966164187968
NKCEDH9ANZGDAUWG,3242.32009262458
NKCE5EHJHS38BUWB,3626.3952508018497
PBXE9YWGRFUQXHQH,11790.021556727901
SHIE3QDHP5RDGMZY,3074.3249069081785
RNGE9HDVMPVBYPGJ,3566.996017918903
SCHE4YSTCUUSJWCK,2415.6459249817003
SNDEGGTV9XERMGHH,6950.071495885591
PBXE92XFUMB7QWY6,8034.7323930235725
CRTECN2QYK2R2PUS,4221.447383108778
TOPEEEPVYHHF9HGW,3657.38422742299
MUGE8F5RDEYMH4YH,4038.7857768686217
NKCE52CSJ2GUY64G,1928.515866159179
SHOE2K68QHZ3DWZF,4040.1798534655663
DREE9YJHZZHWHAU7,4148.246757215352
NKCEACYSHS4MGKGY,11895.282362202175
CAGECT64KH6CZVMR,13073.726304079384
WATD9H76RG5FQT5Y,13583.498904617038
NKCE5UY97ACC9QAZ,-401.72905258461185
LJGEG6UPBW8GKPRD,4597.632247467594
PBXEBFGFRM5797BZ,4724.431676389453
RNGEAY8GRWYMYSAK,5111.470411563039
SHOEF9G8WTWGAAFB,3906.308109764528
PBXE5ZJZSAC73ZED,8285.66397663001
NKCEYYX9HJWJXAA8,3707.5376491999255
CAGDTFSHTF6TRBFZ,4537.458996702375
PBXE6E6YDZDNVKQH,1222.7597848588894
TROEGNQDQNGN99PJ,4427.371546230048
CRTECN2QXC68CTUM,6249.992362741071
CRTECN2QZNXTGGXG,5231.320635353533
VANE4VND2XHZRCNT,1706.5969326179093
NKCE8SESMHF2VSRM,3913.4961759434827
SHOEBYY4ZDWGQGEW,7535.7372368165925
NKCEB7935AJSADGR,4025.186217404558
SHIEBAXYS3FUTX8Z,6284.9308549701145
NKCE2YCPKAPWDH8C,3163.3309472243136
FABE92NVHZHSFHGT,3572.9994466260446
SHIE93YGTRAV6XTW,5594.115706089661
CSOEGTPR39XZHZJY,4975.095497164662
WATE5HFYHPFHRCHY,5078.449348766215
BRAEBHCHY6VVRNRQ,2217.083682065494
NKCE5QPMUZRQFDAZ,2226.918240519971
NKCE9ABEE5HDWZSM,5714.356970797257
